,game_id,player_id,civilization,won,victory_type,score,cities,population,territory,gold,gold_per_turn,happiness_percentage,science_per_turn,culture_per_turn,faith_per_turn,tourism_per_turn,technologies,chosen_ancient_policy
35,0499524c-a311-407c-b122-4536c0770e85,4,China,False,Cultural,106,1,7,13,52,5.0,100,8,6,2,0,4,Tradition
36,04bb37a4-02bd-4b7a-a60f-c48a4efe3a71,1,Sweden,False,Domination,105,1,5,13,66,2.0,100,7,3,0,0,5,Authority
37,04bb37a4-02bd-4b7a-a60f-c48a4efe3a71,2,Polynesia,False,Domination,100,1,6,17,39,4.0,91,8,3,0,0,4,Progress
38,04bb37a4-02bd-4b7a-a60f-c48a4efe3a71,3,Germany,False,Domination,106,1,5,17,7,4.0,100,7,3,0,0,4,Authority
39,04bb37a4-02bd-4b7a-a60f-c48a4efe3a71,4,Rome,True,Domination,126,2,5,20,62,6.0,100,7,3,3,0,5,Authority
40,04d32ccb-810e-4b33-929e-182d10f25a4f,1,Austria,False,Science,99,1,7,9,29,8.0,100,8,6,0,0,4,Tradition
41,04d32ccb-810e-4b33-929e-182d10f25a4f,2,Korea,False,Science,97,1,4,13,51,6.0,100,7,3,2,0,4,Progress
42,04d32ccb-810e-4b33-929e-182d10f25a4f,3,Assyria,False,Science,99,1,5,13,64,10.0,100,7,3,2,0,4,Authority
43,04d32ccb-810e-4b33-929e-182d10f25a4f,4,Russia,True,Science,92,1,4,12,55,6.0,100,7,3,0,0,4,Progress
44,04fe82c4-a48f-409c-b506-51ac830dc2b4,1,Greece,True,Domination,96,1,5,9,45,3.0,100,7,5,2,0,4,Tradition
45,04fe82c4-a48f-409c-b506-51ac830dc2b4,2,Morocco,False,Domination,111,1,5,17,47,4.0,100,7,5,2,0,5,Tradition
46,04fe82c4-a48f-409c-b506-51ac830dc2b4,3,Byzantium,False,Domination,89,1,4,13,64,6.0,100,7,3,2,0,3,Progress
47,04fe82c4-a48f-409c-b506-51ac830dc2b4,4,Assyria,False,Domination,101,1,5,9,21,4.0,100,7,3,0,0,5,Authority
48,052122a9-e74c-44c4-b3be-3a3f6eea850b,1,Siam,False,Cultural,97,1,7,9,10,8.0,100,8,6,0,0,4,Tradition
49,052122a9-e74c-44c4-b3be-3a3f6eea850b,2,Mongolia,False,Cultural,131,2,6,16,74,7.0,100,7,3,2,0,6,Authority
50,052122a9-e74c-44c4-b3be-3a3f6eea850b,3,Morocco,True,Cultural,108,1,7,9,9,5.0,100,9,6,0,0,5,Tradition
51,052122a9-e74c-44c4-b3be-3a3f6eea850b,4,England,False,Cultural,106,1,5,13,75,2.0,100,7,3,2,0,5,Authority
52,0526ae2f-eac3-43d0-a4a6-73c40350cba9,1,The Iroquois,False,Cultural,108,1,5,13,71,6.0,100,7,3,0,0,5,Authority
53,0526ae2f-eac3-43d0-a4a6-73c40350cba9,2,Polynesia,True,Cultural,84,1,5,9,53,6.0,100,7,3,2,0,3,Progress
54,0526ae2f-eac3-43d0-a4a6-73c40350cba9,3,Germany,False,Cultural,111,1,4,13,26,6.0,100,8,3,2,0,6,Authority
55,0526ae2f-eac3-43d0-a4a6-73c40350cba9,4,Ethiopia,False,Cultural,97,1,3,13,17,4.0,100,7,3,4,0,4,Progress
56,058cc3d2-1027-42b7-a40c-6f930de3635b,1,Sweden,False,Domination,102,1,3,13,25,2.0,100,7,3,2,0,5,Authority
57,058cc3d2-1027-42b7-a40c-6f930de3635b,2,Indonesia,False,Domination,99,1,5,13,16,9.0,100,7,3,2,0,4,Progress
58,058cc3d2-1027-42b7-a40c-6f930de3635b,3,Greece,False,Domination,100,1,4,13,50,7.0,100,8,3,2,0,4,Progress
59,058cc3d2-1027-42b7-a40c-6f930de3635b,4,The Zulus,True,Domination,120,1,4,9,81,6.0,100,8,3,6,0,4,Authority
60,05b5a7dc-a687-40e2-9113-8bbb3ade7f3a,1,Assyria,False,Cultural,95,1,4,9,19,5.0,100,7,3,2,0,4,Authority
61,05b5a7dc-a687-40e2-9113-8bbb3ade7f3a,2,Austria,False,Cultural,109,1,8,13,76,9.0,93,8,7,2,0,5,Tradition
62,05b5a7dc-a687-40e2-9113-8bbb3ade7f3a,3,The Celts,True,Cultural,92,1,4,9,18,4.0,100,7,3,2,0,4,Progress
63,05b5a7dc-a687-40e2-9113-8bbb3ade7f3a,4,Byzantium,False,Cultural,95,1,7,9,74,7.0,100,8,6,0,0,4,Tradition
64,061ba45f-9782-4949-a1cf-f0b68082c6af,1,England,False,Domination,94,1,5,9,49,7.0,100,7,3,0,0,4,Authority
65,061ba45f-9782-4949-a1cf-f0b68082c6af,2,The Huns,True,Domination,113,2,6,16,47,4.0,100,7,3,2,0,4,Authority
66,061ba45f-9782-4949-a1cf-f0b68082c6af,3,Austria,False,Domination,103,1,6,13,45,4.0,100,8,6,2,0,4,Tradition
67,061ba45f-9782-4949-a1cf-f0b68082c6af,4,Siam,False,Domination,103,1,6,9,52,4.0,100,8,6,2,0,5,Tradition
68,06302a27-04a4-482a-870d-ae8454654b7e,1,Siam,True,Cultural,101,1,5,13,16,4.0,100,7,5,2,0,4,Tradition
69,06302a27-04a4-482a-870d-ae8454654b7e,2,The Iroquois,False,Cultural,101,1,5,9,44,5.0,100,7,3,3,0,5,Authority
70,06302a27-04a4-482a-870d-ae8454654b7e,3,Ethiopia,False,Cultural,100,1,6,9,93,6.0,100,8,6,6,0,5,Tradition
71,06302a27-04a4-482a-870d-ae8454654b7e,4,Byzantium,False,Cultural,89,1,4,9,72,6.0,100,7,3,0,0,4,Progress
72,066d5818-a5d2-4465-bcd7-64641c381b0c,1,Brazil,False,Domination,92,1,5,13,28,4.0,100,7,3,2,0,3,Progress
73,066d5818-a5d2-4465-bcd7-64641c381b0c,2,France,False,Domination,112,1,7,17,32,8.0,100,8,5,0,0,5,Authority
74,066d5818-a5d2-4465-bcd7-64641c381b0c,3,The Aztecs,True,Domination,119,1,6,17,69,5.0,100,8,3,3,0,6,Authority
75,066d5818-a5d2-4465-bcd7-64641c381b0c,4,The Celts,False,Domination,89,1,3,9,34,5.0,100,7,3,2,0,4,Progress
76,066f36c2-a13f-43d9-b3a1-bc61fbb2328d,1,Russia,False,Domination,101,1,6,9,44,6.0,100,8,6,1,0,5,Tradition
77,066f36c2-a13f-43d9-b3a1-bc61fbb2328d,2,Mongolia,True,Domination,89,1,3,9,52,4.0,100,7,3,3,0,4,Authority
78,066f36c2-a13f-43d9-b3a1-bc61fbb2328d,3,Poland,False,Domination,99,1,5,13,25,5.0,100,8,6,0,0,4,Tradition
79,066f36c2-a13f-43d9-b3a1-bc61fbb2328d,4,Korea,False,Domination,93,1,5,9,32,9.0,100,7,3,2,0,4,Progress
80,06850f3b-32ea-4ee3-8b06-ade98717cf7a,1,The Huns,True,Domination,98,1,4,13,38,3.0,100,7,3,2,0,4,Authority
81,06850f3b-32ea-4ee3-8b06-ade98717cf7a,2,Denmark,False,Domination,103,1,5,17,28,3.0,100,7,3,2,0,5,Authority
82,06850f3b-32ea-4ee3-8b06-ade98717cf7a,3,Arabia,False,Domination,90,1,6,13,29,10.0,100,8,6,2,0,3,Tradition
83,06850f3b-32ea-4ee3-8b06-ade98717cf7a,4,Russia,False,Domination,90,1,4,9,46,6.0,100,7,3,2,0,4,Progress
84,0691cc8f-0eec-4e5a-a2b8-197ed0b8e74c,1,Byzantium,False,Domination,110,1,9,13,79,6.0,88,9,7,0,0,5,Tradition
85,0691cc8f-0eec-4e5a-a2b8-197ed0b8e74c,2,The Huns,True,Domination,92,1,4,9,59,3.0,100,7,3,2,0,4,Authority
86,0691cc8f-0eec-4e5a-a2b8-197ed0b8e74c,3,Indonesia,False,Domination,81,1,3,9,70,5.0,100,7,3,2,0,3,Progress
87,0691cc8f-0eec-4e5a-a2b8-197ed0b8e74c,4,Sweden,False,Domination,97,1,3,9,35,3.0,100,7,3,2,0,5,Authority
88,06955ae3-10e1-40a1-9da5-7d88af8664f6,1,Mongolia,False,Domination,108,1,6,13,81,7.0,100,8,4,2,0,5,Authority
89,06955ae3-10e1-40a1-9da5-7d88af8664f6,2,Assyria,False,Domination,95,1,5,9,43,4.0,100,8,3,0,0,5,Authority
90,06955ae3-10e1-40a1-9da5-7d88af8664f6,3,Sweden,True,Domination,96,1,4,9,116,2.0,100,7,3,2,0,5,Authority
91,06955ae3-10e1-40a1-9da5-7d88af8664f6,4,China,False,Domination,107,1,6,17,42,7.0,100,8,3,0,0,4,Progress
92,06994d0c-ec05-465d-adfc-207f036013f5,1,England,False,Domination,102,1,6,9,20,5.0,100,8,3,0,0,5,Authority
93,06994d0c-ec05-465d-adfc-207f036013f5,2,Denmark,False,Domination,101,1,4,13,70,6.0,100,7,3,0,0,5,Authority
94,06994d0c-ec05-465d-adfc-207f036013f5,3,Byzantium,False,Domination,100,1,5,9,15,4.0,100,7,3,0,0,5,Progress
95,06994d0c-ec05-465d-adfc-207f036013f5,4,The Huns,True,Domination,133,2,6,24,32,3.0,100,7,3,0,0,5,Authority
96,06ac9be2-3c9f-4e89-b1ff-8e4c8eb39ab6,1,India,False,Science,96,1,6,9,58,6.0,100,8,6,3,0,4,Tradition
97,06ac9be2-3c9f-4e89-b1ff-8e4c8eb39ab6,2,The Celts,False,Science,97,1,5,9,46,5.0,100,7,5,2,0,4,Tradition
98,06ac9be2-3c9f-4e89-b1ff-8e4c8eb39ab6,3,Korea,True,Science,99,1,5,13,10,3.0,100,8,3,2,0,4,Progress
99,06ac9be2-3c9f-4e89-b1ff-8e4c8eb39ab6,4,Siam,False,Science,100,1,7,9,68,6.0,100,8,6,2,0,4,Tradition
100,06adb50a-ec26-4238-b302-47ae0d7590e9,1,Polynesia,False,Diplomatic,105,1,8,13,46,5.0,100,8,7,0,0,4,Tradition
101,06adb50a-ec26-4238-b302-47ae0d7590e9,2,Greece,True,Diplomatic,87,1,4,8,49,6.0,100,7,3,0,0,4,Progress
102,06adb50a-ec26-4238-b302-47ae0d7590e9,3,The Maya,False,Diplomatic,103,1,7,14,74,8.0,100,8,6,0,0,4,Tradition
103,06adb50a-ec26-4238-b302-47ae0d7590e9,4,Portugal,False,Diplomatic,94,1,4,13,57,5.0,100,7,5,2,0,4,Tradition
104,06b2a791-dfe4-44d1-8556-fcf59acfe1ac,1,Venice,False,Diplomatic,98,1,5,13,53,5.0,100,7,3,2,0,4,Progress
105,06b2a791-dfe4-44d1-8556-fcf59acfe1ac,2,Russia,True,Diplomatic,90,1,3,10,43,4.0,100,7,3,2,0,4,Progress
106,06b2a791-dfe4-44d1-8556-fcf59acfe1ac,3,Ethiopia,False,Diplomatic,110,1,8,13,82,6.0,87,8,7,2,0,5,Tradition
107,06b2a791-dfe4-44d1-8556-fcf59acfe1ac,4,Japan,False,Diplomatic,105,1,5,9,40,2.0,100,7,4,0,0,5,Authority
108,06dd872d-0b38-450a-b9eb-ac690360ad96,1,Spain,True,Domination,104,1,5,9,66,4.0,100,7,3,3,0,5,Authority
109,06dd872d-0b38-450a-b9eb-ac690360ad96,2,Indonesia,False,Domination,82,1,4,9,45,8.0,100,7,3,4,0,3,Progress
110,06dd872d-0b38-450a-b9eb-ac690360ad96,3,The Aztecs,False,Domination,102,1,6,9,67,6.0,100,8,3,2,0,5,Authority
111,06dd872d-0b38-450a-b9eb-ac690360ad96,4,The Zulus,False,Domination,99,1,4,17,90,3.0,100,7,3,2,0,3,Authority
112,06ef59b2-dfe4-4a27-8171-afb2f091f138,1,Ethiopia,False,Diplomatic,94,1,5,9,66,8.0,100,7,3,4,0,4,Progress
113,06ef59b2-dfe4-4a27-8171-afb2f091f138,2,Russia,True,Diplomatic,99,1,5,14,13,4.0,100,7,3,0,0,4,Progress
114,06ef59b2-dfe4-4a27-8171-afb2f091f138,3,The Zulus,False,Diplomatic,113,2,6,16,24,4.0,100,7,3,2,0,4,Authority
115,06ef59b2-dfe4-4a27-8171-afb2f091f138,4,Spain,False,Diplomatic,97,1,5,9,22,8.0,100,7,3,5,0,4,Authority
116,0716b190-ab4b-4f22-b63c-56c797eb3dd9,1,England,False,Cultural,103,1,6,9,63,5.0,100,8,3,2,0,5,Authority
117,0716b190-ab4b-4f22-b63c-56c797eb3dd9,2,India,False,Cultural,101,1,8,9,104,8.0,87,8,7,2,0,4,Tradition
118,0716b190-ab4b-4f22-b63c-56c797eb3dd9,3,Polynesia,True,Cultural,99,1,6,17,9,6.0,100,9,7,4,0,3,Tradition
119,0716b190-ab4b-4f22-b63c-56c797eb3dd9,4,Venice,False,Cultural,101,1,6,17,7,7.0,100,8,3,2,0,4,Progress
120,074e2ee2-c4d6-4ce9-ad5c-7c495926ecfe,1,Indonesia,False,Domination,91,1,5,13,76,6.0,100,7,3,2,0,4,Progress
121,074e2ee2-c4d6-4ce9-ad5c-7c495926ecfe,2,The Shoshone,True,Domination,110,1,5,22,34,6.0,100,7,3,2,0,4,Progress
122,074e2ee2-c4d6-4ce9-ad5c-7c495926ecfe,3,Poland,False,Domination,92,1,7,9,0,6.0,92,8,6,2,0,3,Tradition
123,074e2ee2-c4d6-4ce9-ad5c-7c495926ecfe,4,Brazil,False,Domination,97,1,6,9,70,5.0,100,9,6,0,0,4,Tradition
124,07af76a9-10c0-4eb7-943d-a364465e9e35,1,Polynesia,False,Domination,93,1,5,9,27,7.0,100,7,3,2,0,4,Progress
125,07af76a9-10c0-4eb7-943d-a364465e9e35,2,Greece,True,Domination,91,1,5,9,9,5.0,100,7,5,2,0,3,Tradition
126,07af76a9-10c0-4eb7-943d-a364465e9e35,3,Assyria,False,Domination,117,2,7,16,58,4.0,78,7,3,2,0,4,Authority
127,07af76a9-10c0-4eb7-943d-a364465e9e35,4,Egypt,False,Domination,106,1,7,13,82,4.0,100,9,6,2,0,4,Tradition
128,07c74139-54a9-4a82-9580-0c54825b748a,1,Mongolia,False,Domination,107,1,5,13,87,1.0,100,7,3,0,0,5,Authority
129,07c74139-54a9-4a82-9580-0c54825b748a,2,Morocco,False,Domination,114,1,9,13,28,9.0,72,9,7,0,0,5,Tradition
130,07c74139-54a9-4a82-9580-0c54825b748a,3,The Zulus,True,Domination,96,1,5,9,79,7.0,100,7,3,3,0,4,Authority
131,07c74139-54a9-4a82-9580-0c54825b748a,4,Korea,False,Domination,101,1,4,21,47,3.0,100,7,3,2,0,3,Progress
132,07c7a904-6e98-4090-a81c-dc7a9fe72fb7,1,Siam,False,Domination,95,1,7,13,82,10.0,100,8,6,2,0,3,Tradition
133,07c7a904-6e98-4090-a81c-dc7a9fe72fb7,2,The Inca,False,Domination,89,1,4,13,45,8.0,100,8,3,2,0,3,Progress
134,07c7a904-6e98-4090-a81c-dc7a9fe72fb7,3,The Aztecs,True,Domination,107,1,4,13,62,3.0,100,7,3,3,0,5,Authority
135,07c7a904-6e98-4090-a81c-dc7a9fe72fb7,4,Japan,False,Domination,102,1,5,9,102,5.0,100,7,3,3,0,5,Authority
136,081387ef-ccd6-437c-94f5-0d4005d37553,1,The Iroquois,True,Domination,102,1,4,13,72,3.0,100,7,3,2,0,5,Authority
137,081387ef-ccd6-437c-94f5-0d4005d37553,2,Venice,False,Domination,101,1,7,13,49,8.0,92,8,6,2,0,4,Tradition
138,081387ef-ccd6-437c-94f5-0d4005d37553,3,Russia,False,Domination,90,1,4,8,31,5.0,100,7,3,0,0,4,Progress
139,081387ef-ccd6-437c-94f5-0d4005d37553,4,The Huns,False,Domination,101,1,5,13,90,3.0,100,7,3,2,0,4,Authority
140,081e7c7c-fd87-4f33-a527-544a09fde94b,1,Japan,False,Diplomatic,122,2,6,16,39,5.0,100,7,3,2,0,5,Authority
141,081e7c7c-fd87-4f33-a527-544a09fde94b,2,Songhai,True,Diplomatic,100,1,5,9,19,8.0,100,7,3,0,0,5,Authority
142,081e7c7c-fd87-4f33-a527-544a09fde94b,3,The Ottomans,False,Diplomatic,91,1,4,9,8,6.0,100,7,3,2,0,4,Progress
143,081e7c7c-fd87-4f33-a527-544a09fde94b,4,The Inca,False,Diplomatic,97,1,4,13,64,5.0,100,8,3,2,0,4,Progress
144,0839df7e-a1f7-4398-9212-a72482de22d9,1,The Inca,False,Cultural,86,1,4,9,84,7.0,100,7,3,2,0,3,Progress
145,0839df7e-a1f7-4398-9212-a72482de22d9,2,The Celts,False,Cultural,89,1,4,13,43,4.0,100,7,3,2,0,3,Progress
146,0839df7e-a1f7-4398-9212-a72482de22d9,3,France,True,Cultural,96,1,6,13,65,6.0,100,8,3,3,0,4,Authority
147,0839df7e-a1f7-4398-9212-a72482de22d9,4,The Ottomans,False,Cultural,95,1,4,13,87,8.0,100,7,3,2,0,4,Progress
148,084e7cc6-372b-4e96-94bf-0a90b83a8f8b,1,Carthage,False,Science,100,1,6,13,52,4.0,100,8,6,2,0,4,Tradition
149,084e7cc6-372b-4e96-94bf-0a90b83a8f8b,2,The Maya,False,Science,98,1,6,9,25,7.0,100,8,6,0,0,4,Tradition
150,084e7cc6-372b-4e96-94bf-0a90b83a8f8b,3,Byzantium,True,Science,86,1,4,9,16,6.0,100,7,3,0,0,3,Progress
151,084e7cc6-372b-4e96-94bf-0a90b83a8f8b,4,Babylon,False,Science,96,1,5,12,45,4.0,100,7,3,0,0,4,Progress
152,08632726-62fb-4e11-a513-736a93fbd3f5,1,Rome,False,Domination,103,1,6,13,73,4.0,100,8,3,2,0,4,Authority
153,08632726-62fb-4e11-a513-736a93fbd3f5,2,Songhai,True,Domination,92,1,5,9,77,9.0,100,7,3,3,0,4,Authority
154,08632726-62fb-4e11-a513-736a93fbd3f5,3,Korea,False,Domination,102,1,5,17,16,5.0,100,7,3,0,0,4,Progress
155,08632726-62fb-4e11-a513-736a93fbd3f5,4,Ethiopia,False,Domination,95,1,4,12,33,8.0,100,7,3,4,0,4,Progress
156,08774444-77f0-4d6b-9bae-609d74cf3fa0,1,Byzantium,False,Domination,56,1,5,12,30,6.0,100,7,3,0,0,3,Progress
157,08774444-77f0-4d6b-9bae-609d74cf3fa0,2,Spain,True,Domination,96,1,5,9,76,6.0,100,7,4,3,0,4,Authority
158,08774444-77f0-4d6b-9bae-609d74cf3fa0,3,Denmark,False,Domination,100,1,4,13,66,4.0,100,7,3,2,0,5,Authority
159,08774444-77f0-4d6b-9bae-609d74cf3fa0,4,The Aztecs,False,Domination,87,1,4,12,126,4.0,100,7,3,2,0,3,Authority
160,08ec0ff8-c349-4dfe-8a90-060e9a4577f8,1,The Huns,False,Domination,99,1,5,9,71,2.0,100,7,3,0,0,5,Authority
161,08ec0ff8-c349-4dfe-8a90-060e9a4577f8,2,Persia,True,Domination,124,2,6,20,61,5.0,100,7,3,3,0,5,Authority
162,08ec0ff8-c349-4dfe-8a90-060e9a4577f8,3,The Shoshone,False,Domination,104,1,6,17,43,7.0,100,8,3,0,0,4,Progress
163,08ec0ff8-c349-4dfe-8a90-060e9a4577f8,4,Arabia,False,Domination,98,1,4,13,57,4.0,100,7,3,0,0,4,Progress
164,09276133-b77a-4841-a13b-1cbf3cc28656,1,Venice,False,Domination,95,1,7,9,24,6.0,100,8,6,0,0,4,Tradition
165,09276133-b77a-4841-a13b-1cbf3cc28656,2,Korea,False,Domination,90,1,4,13,38,8.0,100,7,3,2,0,3,Progress
166,09276133-b77a-4841-a13b-1cbf3cc28656,3,Ethiopia,False,Domination,99,1,5,13,87,5.0,100,7,3,2,0,4,Progress
167,09276133-b77a-4841-a13b-1cbf3cc28656,4,The Celts,True,Domination,85,1,4,9,10,6.0,100,7,3,2,0,3,Progress
168,09825933-b678-44c1-a361-0f32fc02f1aa,1,Songhai,True,Diplomatic,107,1,5,13,15,4.0,100,7,3,2,0,5,Authority
169,09825933-b678-44c1-a361-0f32fc02f1aa,2,The Zulus,False,Diplomatic,100,1,6,9,172,4.0,100,8,3,2,0,5,Authority
170,09825933-b678-44c1-a361-0f32fc02f1aa,3,Poland,False,Diplomatic,96,1,7,9,129,7.0,100,8,6,2,0,4,Tradition
171,09825933-b678-44c1-a361-0f32fc02f1aa,4,Denmark,False,Diplomatic,104,1,7,13,20,6.0,100,8,4,0,0,5,Authority
172,09caca71-ac05-4868-acf2-412b560d10f2,1,Korea,False,Domination,87,1,4,13,42,6.0,100,7,3,2,0,3,Progress
173,09caca71-ac05-4868-acf2-412b560d10f2,2,Arabia,False,Domination,97,1,5,13,57,7.0,100,7,3,0,0,4,Progress
174,09caca71-ac05-4868-acf2-412b560d10f2,3,The Celts,False,Domination,96,1,6,9,9,6.0,100,8,6,2,0,4,Tradition
175,09caca71-ac05-4868-acf2-412b560d10f2,4,The Shoshone,True,Domination,108,1,4,21,49,6.0,100,7,3,0,0,4,Progress
176,0a5ccf71-ca60-4a21-8692-ed68a0e971b4,1,Persia,False,Domination,98,1,4,9,12,3.0,100,7,3,0,0,5,Authority
177,0a5ccf71-ca60-4a21-8692-ed68a0e971b4,2,Egypt,False,Domination,94,1,4,12,15,3.0,100,7,3,2,0,4,Progress
178,0a5ccf71-ca60-4a21-8692-ed68a0e971b4,3,Polynesia,False,Domination,94,1,4,17,40,5.0,100,7,3,3,0,3,Progress
179,0a5ccf71-ca60-4a21-8692-ed68a0e971b4,4,Rome,True,Domination,98,1,4,13,32,2.0,100,7,3,2,0,4,Authority
180,0a5e6167-6bf3-42ad-9fa7-879e5ec4f84f,1,Brazil,True,Cultural,100,1,5,13,69,5.0,100,7,3,0,0,4,Progress
181,0a5e6167-6bf3-42ad-9fa7-879e5ec4f84f,2,France,False,Cultural,99,1,7,13,17,7.0,100,8,4,0,0,4,Authority
182,0a5e6167-6bf3-42ad-9fa7-879e5ec4f84f,3,Babylon,False,Cultural,88,1,5,9,39,3.0,100,7,3,2,0,3,Progress
183,0a5e6167-6bf3-42ad-9fa7-879e5ec4f84f,4,Germany,False,Cultural,107,1,6,13,69,4.0,91,8,3,2,0,5,Authority
184,0a94f81b-0a14-41a2-b525-1f64e994ab11,1,The Netherlands,False,Domination,97,1,4,17,58,7.0,100,7,5,2,0,3,Progress
185,0a94f81b-0a14-41a2-b525-1f64e994ab11,2,The Iroquois,False,Domination,99,1,6,9,36,8.0,100,8,4,0,0,5,Authority
186,0a94f81b-0a14-41a2-b525-1f64e994ab11,3,Austria,False,Domination,102,1,7,9,73,6.0,100,8,6,0,0,5,Tradition
187,0a94f81b-0a14-41a2-b525-1f64e994ab11,4,France,True,Domination,106,1,5,9,76,5.0,100,8,3,3,0,6,Authority
188,0aad785d-f4fb-46ae-9ff0-3ff3e3266620,1,Mongolia,True,Domination,102,1,6,9,44,6.0,100,8,3,2,0,5,Authority
189,0aad785d-f4fb-46ae-9ff0-3ff3e3266620,2,Portugal,False,Domination,92,1,5,13,17,8.0,100,7,3,0,0,3,Progress
